,HGNC_ID,gene_symbol,alias_symbol,NCBI Gene ID,ENSG_ID
223,10263,RP1,"DCDC4A, ORP1",6101.0,ENSG00000104237
224,1027,BDH1,SDR9C1,622.0,ENSG00000161267
225,10274,RP2,"TBCCD2, NME10, NM23-H10",6102.0,ENSG00000102218
226,10288,RP9,PAP-1,6100.0,ENSG00000164610
227,10289,RPA1,"REPA1, RPA70, HSSB, RF-A, RP-A",6117.0,ENSG00000132383
228,1029,BDKRB1,"BKR1, B1BKR, BRADYB1",623.0,ENSG00000100739
230,10291,RPA3,REPA3,6119.0,ENSG00000106399
232,10294,RPE65,"LCA2, RD12, BCO3",6121.0,ENSG00000116745
233,10295,RPGR,CORDX1,6103.0,ENSG00000156313
234,10296,RPH3AL,NOC2,9501.0,ENSG00000181031
236,10298,RPL10,"NOV, QM, DXS648E, DXS648, FLJ23544, L10, UL16",6134.0,ENSG00000147403
237,10299,RPL10A,"CSA-19, L10A, UL1",4736.0,ENSG00000198755
238,103,CNNM2,SLC70A2,54805.0,ENSG00000148842
239,1030,BDKRB2,BK-2,624.0,ENSG00000168398
241,10301,RPL11,"L11, UL5",6135.0,ENSG00000142676
242,10302,RPL12,"L12, UL11",6136.0,ENSG00000197958
243,10303,RPL13,"D16S444E, BBC1, L13, EL13",6137.0,ENSG00000167526
244,10304,RPL13A,"L13A, UL13",23521.0,ENSG00000142541
245,10305,RPL14,"L14, HRL14, RL14, CTG-B33, EL14",9045.0,ENSG00000188846
246,10306,RPL15,"RPL10, RPLY10, RPYL10, EC45, L15, EL15",6138.0,ENSG00000174748
247,10307,RPL17,"RPL23, L17, UL22",6139.0,ENSG00000265681
248,10310,RPL18,"L18, EL18",6141.0,ENSG00000063177
249,10311,RPL18A,"L18A, EL20",6142.0,ENSG00000105640
250,10312,RPL19,"FLJ27452, MGC71997, DKFZP779D216, L19, EL19",6143.0,ENSG00000108298
251,10313,RPL21,"L21, FLJ27458, MGC71252, MGC104274, MGC104275, DKFZP686C06101, EL21",6144.0,ENSG00000122026
253,10315,RPL22,"EAP, L22, EL22",6146.0,ENSG00000116251
254,10316,RPL23,"RPL17, L23, UL14",9349.0,ENSG00000125691
255,10317,RPL23A,"L23A, UL23",6147.0,ENSG00000198242
260,10322,MRPL23,"L23MRP, UL23M",6150.0,ENSG00000214026
262,10325,RPL24,"L24, EL24",6152.0,ENSG00000114391
263,10327,RPL26,"L26, UL24",6154.0,ENSG00000161970
264,10328,RPL27,"L27, EL27",6155.0,ENSG00000131469
265,10329,RPL27A,"L27A, UL15",6157.0,ENSG00000166441
267,10330,RPL28,"FLJ43307, L28, EL28",6158.0,ENSG00000108107
268,10331,RPL29,"HIP, HUMRPL29, L29, EL29",6159.0,ENSG00000162244
269,10332,RPL3,"L3, UL3",6122.0,ENSG00000100316
270,10333,RPL30,"L30, EL30",6156.0,ENSG00000156482
271,10334,RPL31,"L31, EL31",6160.0,ENSG00000071082
273,10336,RPL32,"L32, EL32",6161.0,ENSG00000144713
276,10339,RPL32P1,RPL32-L,6163.0,ENSG00000224796
277,1034,BECN1,"ATG6, VPS30",8678.0,ENSG00000126581
278,10340,RPL34,"L34, EL34",6164.0,ENSG00000109475
282,10344,RPL35,"L35, UL29",11224.0,ENSG00000136942
283,10345,RPL35A,"L35A, EL33, GIG33",6165.0,ENSG00000182899
285,10347,RPL37,"L37, EL37",6167.0,ENSG00000145592
286,10348,RPL37A,"L37A, EL43",6168.0,ENSG00000197756
287,10349,RPL38,"L38, EL38",6169.0,ENSG00000172809
288,10350,RPL39,"L39, EL39",6170.0,ENSG00000198918
291,10353,RPL4,"L4, UL4",6124.0,ENSG00000174444
292,10354,RPL41,"L41, EL41",6171.0,ENSG00000229117
297,10359,RPL36A,"L36A, EL42",6173.0,ENSG00000241343
299,10360,RPL5,"L5, PPP1R135, UL18",6125.0,ENSG00000122406
301,10362,RPL6,"TAXREB107, L6, EL6",6128.0,ENSG00000089009
302,10363,RPL7,"HUML7-1, L7, UL30",6129.0,ENSG00000147604
303,10364,RPL7A,"SURF3, TRUP, L7A, EL8",6130.0,ENSG00000148303
305,10368,RPL8,"L8, UL2",6132.0,ENSG00000161016
306,10369,RPL9,"L9, UL6",6133.0,ENSG00000163682
307,1037,CFB,H2-BF,629.0,ENSG00000243649
308,10371,RPLP0,"PRLP0, P0, L10E, RPP0, LP0, UL10",6175.0,ENSG00000089157
309,10372,RPLP1,"LP1, P1",6176.0,ENSG00000137818
310,10377,RPLP2,"P2, RPP2, MGC71408, LP2",6181.0,ENSG00000177600
311,10378,MRPL12,"MRPL7/L12, MRPL7, BL12M",6182.0,ENSG00000262814
312,10379,MRPL3,"MRL3, UL3M",11222.0,ENSG00000114686
313,10380,MRPS12,"RPS12, RPSM12, US12M",6183.0,ENSG00000128626
314,10381,RPN1,OST1,6184.0,ENSG00000163902
315,10382,RPN2,"SWP1, RPNII, RIBIIR, RPN-II",6185.0,ENSG00000118705
316,10383,RPS10,"MGC88819, S10, ES10",6204.0,ENSG00000124614
317,10384,RPS11,"S11, US17",6205.0,ENSG00000142534
318,10385,RPS12,"S12, ES12",6206.0,ENSG00000112306
319,10386,RPS13,"S13, US15",6207.0,ENSG00000110700
320,10387,RPS14,"EMTB, S14, US11",6208.0,ENSG00000164587
321,10388,RPS15,"RIG, MGC111130, S15, US19",6209.0,ENSG00000115268
322,10389,RPS15A,"S15A, US8",6210.0,ENSG00000134419
323,10396,RPS16,"S16, US9",6217.0,ENSG00000105193
324,10397,RPS17,"RPS17L1, RPS17L2, MGC72007, S17, ES17",6218.0,ENSG00000182774
327,104,CNNM3,SLC70A3,26505.0,ENSG00000168763
328,1040,BFSP1,"CP94, CP115, LIFL-H, FILENSIN",631.0,ENSG00000125864
329,10401,RPS18,"KE3, KE-3, HKE3, S18, US13",6222.0,ENSG00000231500
330,10402,RPS19,"S19, ES19, DBA",6223.0,ENSG00000105372
331,10404,RPS2,"LLREP3, S2, US5",6187.0,ENSG00000140988
332,10405,RPS20,"S20, US10",6224.0,ENSG00000008988
336,10409,RPS21,"S21, ES21",6227.0,ENSG00000171858
337,1041,BFSP2,"CP47, CP49, LIFL-L, PHAKININ",8419.0,ENSG00000170819
338,10410,RPS23,"S23, US12",6228.0,ENSG00000186468
339,10411,RPS24,"S24, ES24",6229.0,ENSG00000138326
341,10413,RPS25,"S25, ES25",6230.0,ENSG00000118181
342,10414,RPS26,"S26, ES26",6231.0,ENSG00000197728
344,10416,RPS27,"MPS-1, MPS1, S27, ES27",6232.0,ENSG00000177954
345,10417,RPS27A,"UBCEP80, UBA80, S27A, ES31",6233.0,ENSG00000143947
346,10418,RPS28,"S28, ES28",6234.0,ENSG00000233927
347,10419,RPS29,"S29, US14",6235.0,ENSG00000213741
348,10420,RPS3,"FLJ26283, FLJ27450, MGC87870, S3, US3",6188.0,ENSG00000149273
349,10421,RPS3A,"S3A, ES1",6189.0,ENSG00000145425
351,10424,RPS4X,"DXS306, CCG2, SCAR, SCR10, FLJ40595, RPS4, ES4",6191.0,ENSG00000198034
352,10425,RPS4Y1,"MGC5070, MGC119100, S4",6192.0,ENSG00000129824
353,10426,RPS5,"S5, US7",6193.0,ENSG00000083845
356,10429,RPS6,"S6, ES6",6194.0,ENSG00000137154
357,1043,BGLAP,OCN,632.0,ENSG00000242252
358,10430,RPS6KA1,"RSK1, HU-1, P90RSK, MAPKAPK1",6195.0,ENSG00000117676
359,10431,RPS6KA2,"RSK3, HU-2",6196.0,ENSG00000071242
360,10432,RPS6KA3,"RSK2, HU-3",6197.0,ENSG00000177189
361,10433,RPS6KA4,"RSK-B, MSK2",8986.0,ENSG00000162302
362,10434,RPS6KA5,"MSK1, RLPK",9252.0,ENSG00000100784
363,10435,RPS6KA6,RSK4,27330.0,ENSG00000072133
364,10436,RPS6KB1,"S6K1, P70(S6K)-ALPHA, PS6K, S6K",6198.0,ENSG00000108443
365,10437,RPS6KB2,"P70S6KB, P70-BETA, STK14B, KLS, S6KB, S6KBETA, S6KΒ",6199.0,ENSG00000175634
366,10439,RPS6KC1,"HUMS6PKH1, RSKL1",26750.0,ENSG00000136643
367,1044,BGN,"DSPG1, SLRR1A",633.0,ENSG00000182492
368,10440,RPS7,"S7, ES7",6201.0,ENSG00000171863
369,10441,RPS8,"S8, ES8",6202.0,ENSG00000142937
370,10442,RPS9,"S9, US4",6203.0,ENSG00000170889
372,10445,CNOT9,"RCD1, RCD1+, CT129, CAF40",9125.0,ENSG00000144580
373,10446,RRAD,"REM3, RAD",6236.0,ENSG00000166592
374,10447,RRAS,"R-RAS, RRAS1",6237.0,ENSG00000126458
375,10448,RRBP1,"ES/130, HES, P180",6238.0,ENSG00000125844
376,10449,RREB1,HNT,6239.0,ENSG00000124782
377,10450,RRH,PEROPSIN,10692.0,ENSG00000180245
379,10452,RRM2,FLJ25102,6241.0,ENSG00000171848
383,10457,RS1,XLRS1,6247.0,ENSG00000102104
384,10458,RSC1A1,RS1,6248.0,ENSG00000215695
385,1046,BHLHE40,"DEC1, SHARP2, CLAST5",8553.0,ENSG00000134107
386,10461,CLIP1,"CYLN1, CLIP170, CLIP, CLIP-170",6249.0,ENSG00000130779
387,10464,RSU1,"RSP-1, FLJ31034",6251.0,ENSG00000148484
388,10466,RTKN,"B5, RTKN-1",6242.0,ENSG00000114993
390,10468,RTN2,"NSP2, NSPL1",6253.0,ENSG00000125744
391,10469,RTN3,"NSPL2, NSPLII, ASYIP, HAP, RTN3-A1",10313.0,ENSG00000133318
392,1047,BHMT,BHMT1,635.0,ENSG00000145692
393,10471,RUNX1,"PEBP2A2, AMLCR1",861.0,ENSG00000159216
394,10472,RUNX2,"AML3, PEBP2A1, PEBP2AA1",860.0,ENSG00000124813
395,10473,RUNX3,"AML2, PEBP2A3",864.0,ENSG00000020633
396,10474,RUVBL1,"TIP49, NMP238, RVB1, TIP49A, PONTIN52, ECP54, TIH1, RVB1, INO80H",8607.0,ENSG00000175792
397,10475,RUVBL2,"RVB2, TIP48, TIP49B, REPTIN52, ECP51, TIH2, INO80J, RVB2",10856.0,ENSG00000183207
398,10477,RXRA,"NR2B1, RXRALPHA, RXR-ALPHA",6256.0,ENSG00000186350
399,10478,RXRB,"NR2B2, H-2RIIBP, RCOR-1, RXRBETA, RXR-BETA",6257.0,ENSG00000204231
400,10479,RXRG,"NR2B3, RXRGAMMA, RXR-GAMMA",6258.0,ENSG00000143171
402,10480,RYBP,"YEAF1, AAP1, DEDAF",23429.0,ENSG00000163602
403,10481,RYK,"D3S3195, RYK1, JTK5",6259.0,ENSG00000163785
404,10482,RYKP1,JTK5,6260.0,ENSG00000263219
405,10483,RYR1,"RYR, PPP1R137",6261.0,ENSG00000196218
406,10484,RYR2,"ARVC2, VTSIP",6262.0,ENSG00000198626
408,10486,S100A1,S100-ALPHA,6271.0,ENSG00000160678
409,10487,S100A10,"P11, 42C, CLP11",6281.0,ENSG00000197747
410,10488,S100A11,S100C,6282.0,ENSG00000163191
411,10489,S100A12,"P6, MRP6, CGRP, CAAF1, CAGC, ENRAGE",6283.0,ENSG00000163221
415,10492,S100A2,CAN19,6273.0,ENSG00000196754
417,10494,S100A4,"P9KA, 18A2, PEL98, 42A, FSP1",6275.0,ENSG00000196154
419,10496,S100A6,"2A9, PRA, CABP",6277.0,ENSG00000197956
420,10497,S100A7,S100A7C,6278.0,ENSG00000143556
421,10498,S100A8,"P8, MRP8, MRP-8, 60B8AG, CGLA, S100-A8",6279.0,ENSG00000143546
422,10499,S100A9,"P14, MIF, NIF, LIAG, MRP14, MAC387, 60B8AG, CGLB, MRP-14, S100-A9",6280.0,ENSG00000163220
423,105,CNNM4,"SLC70A4, KIAA1592",26504.0,ENSG00000158158
425,10500,S100B,S100BETA,6285.0,ENSG00000160307
427,1051,BIK,NBK,638.0,ENSG00000100290
428,10513,SAA1,"PIG4, TP53I4",6288.0,ENSG00000173432
431,10516,SAA4,"C-SAA, CSAA",6291.0,ENSG00000148965
432,10518,VPS52,ARE1,6293.0,ENSG00000223501
433,10519,SACS,"ARSACS, KIAA0730, DKFZP686B15167, DNAJC29, SPAX6, PPP1R138",26278.0,ENSG00000151835
434,1052,BIN1,"SH3P9, AMPH2",274.0,ENSG00000136717
435,10520,SAFB,"HET, SAFB1",6294.0,ENSG00000160633
436,10521,SAG,"ARRESTIN, RP47",6295.0,ENSG00000130561
437,10522,ACSM3,SA,6296.0,ENSG00000005187
438,10524,SALL1,"HSAL1, ZNF794",6299.0,ENSG00000103449
440,10526,SALL2,"KIAA0360, HSAL2, ZNF795",6297.0,ENSG00000165821
441,10527,SALL3,ZNF796,27164.0,ENSG00000256463
442,10528,SAMSN1,"NASH1, SASH2, SH3D6B, HACS1, SLY2",64092.0,ENSG00000155307
443,1053,BIN2,BRAP-1,51411.0,ENSG00000110934
444,10530,SAP18,"SAP18P, 2HOR0202, MGC27131",10284.0,ENSG00000150459
446,10534,SAR1A,"SAR1, SARA",56681.0,ENSG00000079332
448,10536,SARDH,SDH,1757.0,ENSG00000123453
449,10537,SARS1,SERS,6301.0,ENSG00000031698
450,10538,SART1,"ARA1, SNU66, SNRNP110, HAF",9092.0,ENSG00000175467
453,10540,SAT1,SSAT,6303.0,ENSG00000130066
455,10542,SBF1,"MTMR5, DENND7A",6305.0,ENSG00000100241
456,10545,MSMO1,"DESP4, ERG25",6307.0,ENSG00000052802
457,10546,SC4MOP,DESP4P1,6308.0,ENSG00000224339
459,10548,ATXN1,"D6S504E, ATX1",6310.0,ENSG00000124788
460,10549,ATXN10,"E46L, FLJ37990, ATX10",25814.0,ENSG00000130638
461,1055,BLCAP,BC10,10904.0,ENSG00000166619
462,10555,ATXN2,ATX2,6311.0,ENSG00000204842
463,10560,ATXN7,"OPCA3, ADCAII, SGF73",6314.0,ENSG00000163635
464,10561,ATXN8OS,NCRNA00003,6315.0,ENSG00000230223
465,10563,SCAMP1,SCAMP37,9522.0,ENSG00000085365
468,10566,SCAND1,"SDP1, RAZ1",51282.0,ENSG00000171222
470,10569,SERPINB3,"T4-A, HST1196",6317.0,ENSG00000057149
